time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.01,0,0,0,0,0,0,0
1,0.0096,0.000137931,0,0,0,0,0,0
2,0.0096,0.000137931,0,0,0,0,0,0
3,0.0096,0.000137931,0,0,0,0,0,0
4,0.0094,0.000206897,0,0,0,0,0,0
5,0.0094,0.000206897,0,0,0,0,0,0
6,0.0094,0.000275862,0,0,0,0,0,0
7,0.0094,0.000344828,0,0,0,0,0,0
8,0.0094,0.000482759,0,0,0,0,0,0
9,0.0094,0.000482759,0,0,0,0,0,0
10,0.0096,0.000482759,0,0,0,0,0,0
11,0.0094,0.00062069,0,0,0,0,0,0
12,0.0098,0.000689655,0,0,0,0,0,0
13,0.0096,0.000758621,0,0,0,0,0,0
14,0.01,0.000758621,0,0,0,0,0,0
15,0.01,0.000689655,0,5.64103e-05,0,2.13675e-05,9.20447e-05,0
16,0.0102,0.000551724,2.22222e-05,0,0,0,0,0
17,0.0102,0.000413793,0.000133333,1.53846e-05,0,0,5.2597e-05,0
18,0.0102,0.000482759,0,5.12821e-06,0,2.13675e-05,2.62985e-05,0
19,0.0104,0.000551724,0,0,0,0,1.31492e-05,0
20,0.0102,0.00062069,0,0,0,0,0,0
21,0.0102,0.00062069,0,0,0,0,0,0
22,0.0102,0.000551724,0,0,0,0,0,0
23,0.0104,0.000551724,0,0,0,0,0,0
24,0.0104,0.000689655,0,0,0,0,0,0
25,0.0104,0.00062069,0,0,0,0,0,0
26,0.0104,0.00062069,0,0,0,0,0,0
27,0.0104,0.000689655,0,0,0,0,0,0
28,0.011,0.00062069,0,0,0,0,0,0
29,0.011,0.000551724,0,1.53846e-05,0,4.2735e-05,1.31492e-05,0
30,0.0108,0.00062069,0,5.12821e-06,0,2.13675e-05,0,0
31,0.0108,0.000758621,0,0,0,0,0,0
32,0.0108,0.000758621,0,0,0,0,0,0
33,0.0106,0.000827586,6.66667e-05,0,0,0,0,0
34,0.0114,0.000758621,0.000355556,0.000230769,0,0.000235043,0.000184089,2.849e-07
35,0.0116,0.000689655,0.000488889,0.000502564,0,0.000555556,0.00052597,2.849e-07
36,0.0114,0.000758621,0.0006,0.000307692,0,0.000363248,0.000473373,2.849e-07
37,0.0114,0.000758621,0.000555556,0.000646154,0,0.000619658,0.000578567,5.69801e-07
38,0.0116,0.000689655,0.000377778,0.0006,0,0.000470085,0.000420776,5.69801e-07
39,0.0116,0.000689655,0.000333333,0.00025641,0,0.00025641,0.000289283,5.69801e-07
40,0.0112,0.00062069,0.000444444,0.000302564,0,0.000470085,0.00034188,5.69801e-07
41,0.0112,0.000551724,0.000911111,0.000492308,0,0.000448718,0.000552268,4.2735e-07
42,0.0112,0.000551724,0.000933333,0.000564103,3.07692e-05,0.000576923,0.000486522,5.69801e-07
43,0.0112,0.000551724,0.000333333,0.000676923,7.69231e-05,0.000833333,0.000618014,9.97151e-07
44,0.0116,0.000689655,0.000333333,0.000369231,6.15385e-05,0.000299145,0.000368179,1.7094e-06
45,0.0114,0.000758621,0.000333333,0.000451282,3.07692e-05,0.000512821,0.000328731,2.99145e-06
46,0.0118,0.000758621,6.66667e-05,0.000312821,9.23077e-05,0.000299145,0.000157791,3.56125e-06
47,0.0116,0.000827586,0,0.000164103,0.000138462,0.000192308,0.000236686,5.98291e-06
48,0.0114,0.000965517,0,1.53846e-05,4.61538e-05,0,1.31492e-05,7.26496e-06
49,0.0114,0.000896552,0,0,0,0,0,7.26496e-06
50,0.0118,0.000965517,0,0,0,0,0,7.26496e-06
51,0.0122,0.000965517,0,0,0,0,0,7.26496e-06
52,0.0126,0.000896552,0.000266667,3.07692e-05,0,4.2735e-05,2.62985e-05,7.26496e-06
53,0.0128,0.000827586,0.0002,0.000251282,0,0.000128205,0.000105194,7.26496e-06
54,0.0124,0.000965517,0,9.23077e-05,0,8.54701e-05,6.57462e-05,6.98006e-06
55,0.0124,0.000965517,0,9.23077e-05,0,0.000235043,5.2597e-05,6.83761e-06
56,0.0128,0.000965517,0,0,0,0,0,6.83761e-06
57,0.0128,0.000896552,0,0,0,0,0,6.83761e-06
58,0.0128,0.000827586,0,0,0,0,0,6.83761e-06
59,0.0128,0.000827586,2.22222e-05,0,0,0,0,6.83761e-06
60,0.013,0.000827586,0,0,0,0,0,6.83761e-06
61,0.0132,0.000827586,0,0,0,0,0,6.83761e-06
62,0.0132,0.000827586,0,0,0,0,0,6.83761e-06
63,0.0132,0.000758621,0,5.12821e-05,0,0,2.62985e-05,6.83761e-06
64,0.0128,0.000965517,0,0,0,0,0,6.83761e-06
65,0.0128,0.00103448,0,0,0,0,0,6.83761e-06
66,0.013,0.00110345,0,0,0,0,0,6.83761e-06
67,0.0128,0.00117241,0,0,0,0,0,6.55271e-06
68,0.0128,0.00124138,0,0,0,0,0,6.55271e-06
69,0.0128,0.00124138,0,0,0,0,0,6.55271e-06
70,0.013,0.00131034,0,0,0,0,0,6.41026e-06
71,0.013,0.00124138,8.88889e-05,8.71795e-05,0,0.000128205,7.88955e-05,6.12536e-06
72,0.0128,0.00117241,0,0.000164103,0,0.000128205,0.000118343,5.84046e-06
73,0.013,0.00117241,0,0.000138462,0,0.000277778,0.000223537,5.84046e-06
74,0.0134,0.00103448,0,2.05128e-05,0,0,1.31492e-05,5.84046e-06
75,0.0134,0.000965517,2.22222e-05,0,0,0,0,5.69801e-06
76,0.0136,0.00117241,0.000177778,7.69231e-05,0,6.41026e-05,0.000131492,5.55556e-06
77,0.0136,0.00117241,0.000333333,0.000374359,0,0.00034188,0.000302433,5.41311e-06
78,0.0134,0.00117241,0.000955556,0.000794872,0,0.000854701,0.000762656,5.55556e-06
79,0.0136,0.00110345,0.00242222,0.00124615,0.000169231,0.00151709,0.00138067,6.83761e-06
80,0.0134,0.00124138,0.00235556,0.00208205,0.000384615,0.00209402,0.00166995,1.19658e-05
81,0.0136,0.00117241,0.00297778,0.00312821,0.000461538,0.00297009,0.00311637,1.88034e-05
82,0.0138,0.00131034,0.00251111,0.00287179,0.000307692,0.00275641,0.00287968,2.76353e-05
83,0.0136,0.00144828,0.00177778,0.00242564,0.000230769,0.00239316,0.0026693,3.33333e-05
84,0.0138,0.00144828,0.00137778,0.00167179,4.61538e-05,0.00147436,0.00172255,3.44729e-05
85,0.0136,0.00172414,0.00248889,0.00172308,0,0.0017735,0.00186719,3.49003e-05
86,0.0134,0.0017931,0.00208889,0.0023641,0,0.00264957,0.00206443,3.5755e-05
87,0.0132,0.00186207,0.00182222,0.00265128,1.53846e-05,0.00294872,0.00247206,3.5755e-05
88,0.013,0.00213793,0.0014,0.0020359,0,0.00194444,0.00205128,3.53276e-05
89,0.0132,0.0022069,0.00128889,0.00186667,1.53846e-05,0.00175214,0.00189349,3.53276e-05
90,0.0132,0.0022069,0.00137778,0.00182564,4.61538e-05,0.00192308,0.00174885,3.5755e-05
91,0.0134,0.0022069,0.00131111,0.00141026,0,0.00123932,0.00124918,3.58974e-05
92,0.0128,0.00255172,0.001,0.00106667,0.000107692,0.00121795,0.00110454,3.66097e-05
93,0.0128,0.00255172,0.00126667,0.00110256,3.07692e-05,0.00100427,0.00114398,3.74644e-05
94,0.013,0.00255172,0.00131111,0.00119487,0,0.000918803,0.00110454,3.67521e-05
95,0.013,0.00234483,0.000933333,0.0015641,0,0.00138889,0.00147272,3.63248e-05
96,0.013,0.00248276,0.0008,0.00114872,0,0.00117521,0.00101249,3.56125e-05
97,0.013,0.00262069,0.00168889,0.000938462,0,0.000683761,0.000894149,3.49003e-05
98,0.013,0.00275862,0.00266667,0.00230769,1.53846e-05,0.00215812,0.00206443,3.50427e-05
99,0.013,0.00296552,0.0022,0.00272821,0,0.00247863,0.00215648,3.63248e-05
100,0.0128,0.00303448,0.00315556,0.00249744,1.53846e-05,0.00228632,0.00248521,3.61823e-05
