time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0102,0,0,0,0,0,0,0
1,0.0102,0,0,0,0,0,0,0
2,0.0102,0,0,0,0,0,0,0
3,0.0102,0,0,0,0,0,0,0
4,0.0102,0,0,0,0,0,0,0
5,0.0104,0,0,0,0,0,0,0
6,0.0108,0,0,0,0,0,0,0
7,0.0108,0,0,0,0,0,0,0
8,0.0108,6.89655e-05,0,0,0,0,0,0
9,0.0114,6.89655e-05,0,0,0,0,0,0
10,0.0114,0.000137931,0,0,0,0,0,0
11,0.0114,0.000137931,0,0,0,0,0,0
12,0.0118,0.000137931,0,0,0,0,0,0
13,0.012,0.000137931,0,0,0,0,0,0
14,0.012,0.000137931,0,0,0,0,0,0
15,0.0118,0.000206897,0,0,0,0,0,0
16,0.012,0.000206897,0,0,0,0,0,0
17,0.0124,0.000206897,0,0,0,0,0,0
18,0.0124,0.000206897,0,0,0,0,0,0
19,0.0124,0.000206897,0,0,0,0,0,0
20,0.0124,0.000344828,0,0,0,0,0,0
21,0.0124,0.000275862,6.66667e-05,4.10256e-05,0,2.13675e-05,3.94477e-05,0
22,0.0128,0.000275862,0,0,0,2.13675e-05,0,0
23,0.013,0.000275862,0,0,0,0,0,0
24,0.013,0.000275862,0,0,0,0,0,0
25,0.013,0.000206897,0,0,0,0,0,0
26,0.013,0.000206897,0,0,0,0,0,0
27,0.0128,0.000206897,0,0,0,0,0,0
28,0.0126,0.000206897,0,0,0,0,0,0
29,0.0126,0.000137931,0,0.000164103,0,0.00025641,0.000118343,1.4245e-07
30,0.0126,0.000206897,0,0.000153846,0,0.00017094,9.20447e-05,1.4245e-07
31,0.0128,0.000206897,0,2.05128e-05,0,2.13675e-05,5.2597e-05,1.4245e-07
32,0.0124,0.000413793,0,0,0,0,0,1.4245e-07
33,0.0126,0.000482759,0,0,0,0,0,1.4245e-07
34,0.0124,0.000551724,0,0,0,0,0,1.4245e-07
35,0.0122,0.000689655,0,0,0,0,0,1.4245e-07
36,0.0122,0.000758621,0,0,0,0,0,1.4245e-07
37,0.0124,0.000689655,0,0,0,0,0,1.4245e-07
38,0.0124,0.00062069,6.66667e-05,0,0,0,0,1.4245e-07
39,0.0126,0.000551724,2.22222e-05,0.000112821,0,6.41026e-05,0.000105194,1.4245e-07
40,0.0126,0.00062069,0,6.66667e-05,0,4.2735e-05,9.20447e-05,1.4245e-07
41,0.0126,0.00062069,0,8.71795e-05,0,4.2735e-05,7.88955e-05,1.4245e-07
42,0.013,0.000689655,0,0,0,0,0,1.4245e-07
43,0.0128,0.000758621,0,0,0,0,0,1.4245e-07
44,0.0132,0.000758621,0,0,0,0,0,1.4245e-07
45,0.0132,0.000758621,0,0,0,0,0,1.4245e-07
46,0.0136,0.000689655,0,0,0,0,0,1.4245e-07
47,0.0136,0.000758621,0,0,0,0,0,1.4245e-07
48,0.0132,0.000758621,0,0,0,0,0,1.4245e-07
49,0.0132,0.000827586,0,0,0,0,0,1.4245e-07
50,0.013,0.000965517,0,0,0,0,0,1.4245e-07
51,0.0132,0.000965517,0,0,0,0,0,0
52,0.013,0.00103448,0,2.5641e-05,0,2.13675e-05,1.31492e-05,0
53,0.0128,0.00117241,8.88889e-05,0,0,0,0,0
54,0.0126,0.00131034,0.000444444,0.000133333,0,0.000106838,7.88955e-05,0
55,0.0124,0.00131034,0,0.000128205,0,8.54701e-05,0.000223537,0
56,0.0124,0.00144828,0,8.20513e-05,0,8.54701e-05,5.2597e-05,0
57,0.0122,0.00144828,0,0,0,0,0,0
58,0.012,0.00165517,0,0,0,0,0,0
59,0.012,0.00165517,0,0,0,0,0,0
60,0.012,0.00172414,0,0,0,0,0,0
61,0.0122,0.00158621,0,0,0,0,0,0
62,0.0122,0.00158621,0,0,0,0,0,0
63,0.012,0.00144828,0,0,0,0,0,0
64,0.0124,0.00151724,0,0,0,0,0,0
65,0.0122,0.00165517,0,0,0,0,0,0
66,0.0126,0.0017931,0,0,0,0,0,0
67,0.0124,0.00186207,0,0,0,0,0,0
68,0.0124,0.00186207,0,0,0,0,0,0
69,0.0124,0.00206897,0,0,0,0,0,0
70,0.0124,0.00186207,4.44444e-05,3.58974e-05,0,2.13675e-05,6.57462e-05,0
71,0.0124,0.00206897,0,0,0,4.2735e-05,1.31492e-05,0
72,0.0126,0.00206897,2.22222e-05,0,0,0,0,0
73,0.0124,0.00206897,0.000133333,5.12821e-06,0,0,0,0
74,0.0126,0.00193103,0.000422222,7.17949e-05,0,8.54701e-05,3.94477e-05,0
75,0.0128,0.00193103,0.000466667,0.000328205,0,0.000277778,0.000302433,0
76,0.0128,0.0017931,0.000711111,0.000697436,0,0.000598291,0.000631164,0
77,0.0128,0.00193103,0.00131111,0.000779487,6.15385e-05,0.00111111,0.00103879,1.7094e-06
78,0.0128,0.002,0.000533333,0.000558974,1.53846e-05,0.000384615,0.000723208,2.42165e-06
79,0.013,0.00193103,0.000266667,0.000441026,3.07692e-05,0.000448718,0.00034188,2.42165e-06
80,0.0132,0.00193103,0.000288889,0.000348718,7.69231e-05,0.000192308,0.000184089,3.1339e-06
81,0.0132,0.00186207,0,0.000112821,0,8.54701e-05,0.000184089,3.56125e-06
82,0.0132,0.00186207,0,0,0,0,0,3.56125e-06
83,0.0132,0.00186207,0,0,0,0,1.31492e-05,3.56125e-06
84,0.0132,0.0017931,0,0,0,0,0,3.56125e-06
85,0.0132,0.00172414,0,0,0,0,0,3.56125e-06
86,0.0132,0.00165517,0,0,0,0,0,3.4188e-06
87,0.0136,0.00158621,0,0,0,0,0,3.4188e-06
88,0.0132,0.00172414,8.88889e-05,9.23077e-05,0,0.000128205,0.000144642,3.4188e-06
89,0.013,0.00186207,0.000177778,0.000112821,0,0.000128205,0.000105194,3.4188e-06
90,0.013,0.002,0.000244444,0.000112821,0,0.00017094,0.000157791,3.4188e-06
91,0.0132,0.00193103,0.000333333,0.000179487,0,0.000192308,0.000184089,3.4188e-06
92,0.0134,0.002,0.000622222,0.000292308,0,0.000299145,0.000249836,3.4188e-06
93,0.0132,0.00206897,0.000311111,0.00054359,0,0.00034188,0.000460224,3.27635e-06
94,0.0132,0.00206897,0.000155556,0.000589744,0,0.000662393,0.000683761,3.27635e-06
95,0.0132,0.00213793,2.22222e-05,0.000605128,0,0.000534188,0.000499671,3.27635e-06
96,0.0134,0.00248276,0,0.000210256,0,0.000213675,0.000236686,3.1339e-06
97,0.0134,0.00248276,0,2.5641e-05,0,2.13675e-05,1.31492e-05,3.1339e-06
98,0.0134,0.00241379,0.000444444,2.05128e-05,0,0,1.31492e-05,2.99145e-06
99,0.0136,0.0022069,0.000288889,0.000251282,1.53846e-05,0.000128205,0.000236686,3.4188e-06
100,0.014,0.0022069,0.000777778,0.000235897,1.53846e-05,0.000299145,0.000368179,3.7037e-06
101,0.0136,0.00234483,0.000666667,0.000358974,9.23077e-05,0.00034188,0.000236686,4.98575e-06
102,0.0136,0.00227586,0.00106667,0.000702564,3.07692e-05,0.000641026,0.000762656,5.84046e-06
103,0.0136,0.00234483,0.000977778,0.000789744,0,0.000811966,0.000683761,6.41026e-06
104,0.0136,0.00255172,0.00115556,0.000887179,0,0.000897436,0.000880999,6.26781e-06
105,0.0138,0.00262069,0.0014,0.00132308,0,0.00119658,0.00138067,6.26781e-06
106,0.014,0.00234483,0.00115556,0.0010359,0,0.00115385,0.00109139,6.69516e-06
107,0.0138,0.00227586,0.00104444,0.00104103,1.53846e-05,0.00113248,0.00119658,7.12251e-06
108,0.0138,0.00241379,0.0012,0.000794872,0,0.000982906,0.000762656,7.12251e-06
109,0.014,0.00248276,0.000333333,0.000574359,0,0.000555556,0.00052597,6.98006e-06
110,0.014,0.00248276,0.000333333,0.000574359,4.61538e-05,0.000619658,0.000578567,7.69231e-06
111,0.0138,0.00275862,0.000466667,0.000651282,0,0.000662393,0.000447074,8.11966e-06
112,0.0136,0.00289655,0.0002,0.000205128,0,0.00017094,0.000105194,7.97721e-06
113,0.0138,0.00289655,0.000377778,0.000184615,0,4.2735e-05,0.000157791,7.83476e-06
114,0.0134,0.00282759,0.000266667,0.000528205,0,0.000512821,0.000512821,7.40741e-06
115,0.0134,0.00275862,0.0004,0.000358974,0,0.000384615,0.000302433,7.26496e-06
116,0.014,0.00262069,0.000622222,0.000471795,0,0.000363248,0.000368179,7.12251e-06
117,0.014,0.00248276,0.000555556,0.000461538,0,0.000576923,0.000486522,6.98006e-06
118,0.0142,0.00262069,0.000133333,0.000425641,0,0.000448718,0.000289283,6.98006e-06
119,0.0142,0.00262069,0.000222222,0.000148718,0,0.00017094,0.000210388,7.12251e-06
120,0.014,0.00262069,0.000333333,0.000420513,0,0.00025641,0.000473373,6.69516e-06
121,0.0138,0.00275862,0,0.000133333,0,0.00017094,0.000105194,6.69516e-06
122,0.014,0.00296552,0,3.58974e-05,0,0.000128205,2.62985e-05,6.41026e-06
123,0.014,0.00296552,0,0.000112821,0,0.000192308,9.20447e-05,6.26781e-06
124,0.0138,0.00310345,6.66667e-05,0.000117949,0,6.41026e-05,3.94477e-05,6.12536e-06
125,0.0138,0.00317241,0.000133333,0.000133333,0,0.000149573,0.00017094,6.12536e-06
126,0.0138,0.00303448,0,8.20513e-05,0,0.000128205,0.000144642,5.98291e-06
127,0.0138,0.00310345,0,0.000133333,0,2.13675e-05,0.000144642,5.84046e-06
128,0.0138,0.00310345,0,8.20513e-05,0,6.41026e-05,6.57462e-05,5.55556e-06
129,0.0136,0.00303448,0.000444444,0.000128205,0,0.000192308,0.000210388,5.27066e-06
130,0.0136,0.00317241,0.000355556,0.000215385,0,0.00025641,0.00034188,5.27066e-06
131,0.0134,0.00310345,0.0004,0.000282051,4.61538e-05,0.000149573,0.00034188,5.69801e-06
132,0.0134,0.00310345,0.000466667,0.000476923,0,0.00025641,0.000486522,6.12536e-06
133,0.0132,0.00310345,0.000177778,0.000353846,0,0.000277778,0.00035503,5.98291e-06
134,0.0136,0.00275862,0.000155556,0.000194872,0,0.000213675,0.000394477,5.98291e-06
135,0.0136,0.00275862,8.88889e-05,0.000348718,0,0.000384615,0.000394477,5.98291e-06
136,0.0136,0.00296552,0,9.23077e-05,0,4.2735e-05,5.2597e-05,5.84046e-06
137,0.0134,0.00296552,0,1.02564e-05,0,0,3.94477e-05,5.69801e-06
138,0.0134,0.00289655,0.000866667,0.000169231,0,0.00017094,0.000144642,5.55556e-06
139,0.0134,0.00303448,0.000688889,0.000487179,9.23077e-05,0.000512821,0.000328731,6.69516e-06
140,0.0132,0.00310345,0.000911111,0.000564103,0.000215385,0.000619658,0.000749507,1.0114e-05
141,0.0128,0.00331034,0.0016,0.000994872,0.000507692,0.000961538,0.000854701,1.59544e-05
142,0.0126,0.00337931,0.0022,0.00178462,0.000492308,0.00168803,0.00174885,2.59259e-05
143,0.0128,0.00351724,0.00182222,0.00187179,0.00143077,0.0017735,0.00201183,3.88889e-05
144,0.0128,0.00372414,0.000844444,0.00107179,0.000876923,0.00121795,0.00103879,6.23932e-05
145,0.0132,0.00386207,0.000622222,0.00115385,0.000692308,0.00134615,0.00120973,7.59259e-05
146,0.013,0.00393103,0.000444444,0.00114359,0.000646154,0.00115385,0.00107824,8.73219e-05
