time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0106,0,0,0,0,0,0,0
1,0.0106,0,0,0,0,0,0,0
2,0.0106,0,0,0,0,0,0,0
3,0.0104,6.89655e-05,0,0,0,0,0,0
4,0.0104,6.89655e-05,0,0,0,0,0,0
5,0.0102,0.000275862,0,0,0,0,0,0
6,0.01,0.000344828,0,0,0,0,0,0
7,0.01,0.000413793,0,0,0,0,0,0
8,0.01,0.000413793,0,0,0,0,0,0
9,0.0098,0.000551724,0,0,0,0,0,0
10,0.0096,0.00062069,0,0,0,0,0,0
11,0.0098,0.00062069,0,0,0,0,0,0
12,0.0096,0.00062069,0.000155556,5.12821e-06,0,0,1.31492e-05,0
13,0.0094,0.000689655,0.000222222,1.02564e-05,0,0.000106838,2.62985e-05,0
14,0.0094,0.000758621,0.000155556,0.000225641,0,0.000106838,0.000131492,0
15,0.0094,0.000827586,0,3.07692e-05,0,4.2735e-05,9.20447e-05,0
16,0.0094,0.000689655,0.000311111,0.000169231,0,0.000128205,0.00017094,0
17,0.0096,0.000689655,0.000222222,0.000317949,0,0.000235043,0.000302433,1.4245e-07
18,0.0096,0.000758621,6.66667e-05,0.000312821,0,0.000192308,0.000210388,1.4245e-07
19,0.0094,0.000758621,0.000111111,0.000153846,0,0.00017094,0.000184089,1.4245e-07
20,0.0096,0.000758621,0,2.05128e-05,0,2.13675e-05,0,2.849e-07
21,0.0096,0.000758621,0,0,0,0,0,2.849e-07
22,0.0096,0.000758621,0,0,0,0,0,2.849e-07
23,0.0096,0.000689655,0,0,0,0,0,2.849e-07
24,0.0096,0.00062069,0,0,0,0,0,2.849e-07
25,0.0096,0.00062069,0,3.07692e-05,6.15385e-05,6.41026e-05,9.20447e-05,9.97151e-07
26,0.0094,0.00062069,0,4.61538e-05,0,8.54701e-05,6.57462e-05,1.4245e-06
27,0.0094,0.00062069,0,5.12821e-06,0,0,0,1.28205e-06
28,0.0092,0.000689655,0,0,0,0,0,1.28205e-06
29,0.0088,0.000758621,0.000177778,3.07692e-05,0,6.41026e-05,6.57462e-05,1.28205e-06
30,0.0084,0.000896552,0.000133333,8.20513e-05,0,6.41026e-05,0.000118343,1.28205e-06
31,0.0084,0.000896552,0,4.61538e-05,0,2.13675e-05,9.20447e-05,1.28205e-06
32,0.0082,0.000965517,0,1.02564e-05,0,4.2735e-05,0,1.28205e-06
33,0.0082,0.000965517,0,0,0,0,0,1.28205e-06
34,0.0082,0.000896552,0,0,0,0,0,1.28205e-06
35,0.008,0.000965517,0,0,0,0,0,1.1396e-06
36,0.008,0.00110345,0,0,0,0,0,1.1396e-06
37,0.0076,0.00137931,0,0,0,0,0,1.1396e-06
38,0.0078,0.00131034,0,0,0,0,0,1.1396e-06
39,0.0078,0.00117241,0,0,0,0,0,9.97151e-07
40,0.0074,0.00117241,0,0,0,0,0,9.97151e-07
41,0.0074,0.00103448,2.22222e-05,1.02564e-05,0,0,2.62985e-05,9.97151e-07
42,0.0074,0.000965517,0,0,0,0,0,9.97151e-07
43,0.0072,0.00103448,0,0,0,0,0,9.97151e-07
44,0.0074,0.00117241,0,0,0,0,0,9.97151e-07
45,0.0074,0.00103448,0,1.02564e-05,0,4.2735e-05,0,8.54701e-07
46,0.0072,0.00103448,0,0,0,0,0,8.54701e-07
47,0.0072,0.00103448,0,0,0,0,0,8.54701e-07
48,0.0072,0.00103448,0,0,0,0,0,8.54701e-07
