time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0106,0,0,0,0,0,0,0
1,0.0102,0.000137931,0,0,0,0,0,0
2,0.0106,0.000137931,0,0,0,0,0,0
3,0.0108,0.000137931,0,0,0,0,0,0
4,0.0106,0.000275862,0,0,0,0,0,0
5,0.0106,0.000206897,0,1.02564e-05,0,2.13675e-05,2.62985e-05,0
6,0.0106,0.000206897,0,0,0,0,0,0
7,0.0106,0.000206897,0,0,0,0,0,0
8,0.0106,0.000275862,0,0,0,0,0,0
9,0.0106,0.000275862,0,0,0,0,0,0
10,0.0108,0.000275862,0,0,0,0,0,0
11,0.0106,0.000413793,0,0,0,0,0,0
12,0.0104,0.000482759,0,0,0,0,0,0
13,0.0104,0.000413793,0,0,0,0,0,0
14,0.0104,0.000413793,0,0,0,0,0,0
15,0.0104,0.000413793,0,0,0,0,0,0
16,0.0104,0.000413793,0,0,0,0,0,0
17,0.0104,0.000551724,0,0,0,0,0,0
18,0.0104,0.000551724,0,0,0,0,0,0
19,0.0104,0.00062069,0,0,0,0,0,0
20,0.0102,0.00062069,0.000711111,0.000158974,0,0.000192308,0.000184089,0
21,0.0104,0.000551724,0.000555556,0.000189744,0,0.000149573,0.000118343,1.4245e-07
22,0.0104,0.000551724,0.000822222,0.000297436,0,0.000405983,0.00034188,1.56695e-06
23,0.01,0.000689655,0.000577778,0.000717949,0,0.000769231,0.000775805,1.56695e-06
24,0.0102,0.000758621,0.000555556,0.000871795,1.53846e-05,0.000982906,0.000854701,2.5641e-06
25,0.0102,0.000896552,0.000977778,0.00065641,1.53846e-05,0.000576923,0.000894149,2.99145e-06
26,0.0106,0.000896552,0.000511111,0.000676923,0,0.00102564,0.00103879,2.99145e-06
27,0.0106,0.000896552,0.000644444,0.000784615,0,0.000726496,0.000723208,3.27635e-06
28,0.0106,0.000827586,0.000866667,0.00094359,9.23077e-05,0.00102564,0.000841552,3.9886e-06
29,0.0104,0.000896552,0.00108889,0.000774359,6.15385e-05,0.000961538,0.000959895,4.98575e-06
30,0.0104,0.00110345,0.00124444,0.00074359,9.23077e-05,0.000705128,0.000933596,7.83476e-06
31,0.0106,0.00103448,0.00146667,0.00085641,1.53846e-05,0.00115385,0.000986193,8.68946e-06
32,0.0108,0.00110345,0.00215556,0.00188718,0.000107692,0.00188034,0.00177515,1.03989e-05
33,0.0108,0.00103448,0.00115556,0.00184615,0.000107692,0.00220085,0.00207758,1.19658e-05
34,0.0106,0.00117241,0.00108889,0.00148205,7.69231e-05,0.00166667,0.00145957,1.45299e-05
35,0.0106,0.00117241,0.00102222,0.00138974,6.15385e-05,0.00192308,0.00127548,1.55271e-05
36,0.0108,0.00124138,0.000977778,0.00142564,0.000123077,0.00160256,0.00115713,1.60969e-05
37,0.0108,0.00144828,0.00108889,0.00127179,0.0002,0.00104701,0.00117028,1.85185e-05
38,0.011,0.00151724,0.000733333,0.00112308,0.000169231,0.00106838,0.00106509,2.151e-05
39,0.011,0.00172414,0.0004,0.000441026,0.000307692,0.000470085,0.000407627,2.26496e-05
40,0.0108,0.00186207,0.000711111,0.000728205,0.000107692,0.000512821,0.000604865,2.52137e-05
41,0.011,0.00165517,0.000644444,0.000697436,0.000138462,0.000662393,0.000644313,2.83476e-05
42,0.011,0.00165517,0.000666667,0.000394872,6.15385e-05,0.000512821,0.000565417,3.01994e-05
43,0.0108,0.00172414,0.000911111,0.0006,1.53846e-05,0.000534188,0.000473373,3.01994e-05
44,0.0108,0.00172414,0.000511111,0.000610256,0,0.000470085,0.000565417,2.99145e-05
45,0.0106,0.00158621,0.000688889,0.000420513,0,0.000512821,0.000420776,2.97721e-05
46,0.0108,0.00172414,0.000777778,0.000502564,0,0.000662393,0.000460224,2.92023e-05
47,0.011,0.00172414,0.00142222,0.000805128,0,0.000705128,0.000736358,2.86325e-05
48,0.0112,0.00186207,0.00111111,0.00109231,0,0.00123932,0.00105194,2.86325e-05
49,0.011,0.00206897,0.00117778,0.000605128,0,0.000747863,0.000854701,2.77778e-05
50,0.011,0.002,0.00188889,0.00144103,0,0.00113248,0.00136752,2.76353e-05
51,0.0112,0.00186207,0.00264444,0.00171282,7.69231e-05,0.00198718,0.00149901,2.74929e-05
52,0.0112,0.00193103,0.00277778,0.00194359,0.000138462,0.00190171,0.00190664,2.96296e-05
53,0.0116,0.00186207,0.0018,0.00260513,0.000230769,0.00237179,0.00274819,3.26211e-05
54,0.0116,0.00186207,0.00266667,0.00246667,0.000261538,0.00258547,0.00236686,3.90313e-05
55,0.0116,0.00172414,0.00262222,0.00220513,0.000169231,0.00220085,0.00210388,4.34473e-05
56,0.0114,0.00172414,0.00244444,0.00212308,0.000307692,0.00200855,0.00227482,4.58689e-05
57,0.0116,0.00151724,0.00417778,0.00287692,0.000446154,0.00277778,0.00323471,5.32764e-05
58,0.0116,0.00151724,0.00422222,0.00325641,0.000507692,0.00301282,0.00306377,6.08262e-05
59,0.0116,0.00158621,0.00308889,0.00307179,0.000523077,0.00369658,0.00309007,6.88034e-05
60,0.0114,0.00165517,0.00244444,0.00339487,0.000784615,0.00354701,0.00376068,8.16239e-05
61,0.0116,0.00158621,0.00304444,0.00290769,0.00184615,0.00269231,0.00285339,0.0001
62,0.0116,0.00131034,0.00146667,0.0024,0.00173846,0.00207265,0.00291913,0.00013604
63,0.012,0.00110345,0.00162222,0.00199487,0.00121538,0.0017094,0.00159106,0.000162251
64,0.0126,0.00117241,0.00308889,0.00184103,0.00130769,0.0017735,0.00203813,0.000182621
65,0.0128,0.00124138,0.00257778,0.00246154,0.00164615,0.00235043,0.00226167,0.000209687
66,0.0122,0.00151724,0.00317778,0.00302051,0.00175385,0.00262821,0.00319527,0.000231481
67,0.0124,0.00165517,0.00191111,0.00197436,0.00175385,0.00192308,0.00184089,0.000261396
68,0.0126,0.0017931,0.00128889,0.00167692,0.00263077,0.00153846,0.00160421,0.000293447
69,0.0126,0.0017931,0.00226667,0.00126154,0.00263077,0.00132479,0.00159106,0.000332479
70,0.0124,0.0017931,0.00295556,0.00152821,0.00353846,0.00175214,0.00152531,0.000384188
71,0.0126,0.0017931,0.00257778,0.00215897,0.00363077,0.00232906,0.00235371,0.000436752
72,0.0128,0.00165517,0.00235556,0.00204103,0.00313846,0.00205128,0.00209073,0.000489174
73,0.0128,0.00172414,0.00257778,0.00208718,0.00252308,0.00252137,0.00219592,0.00052792
74,0.0128,0.0017931,0.00317778,0.00262051,0.00186154,0.00282051,0.00298488,0.000557265
75,0.0128,0.00172414,0.00431111,0.00327179,0.00138462,0.00352564,0.00311637,0.000574501
76,0.0126,0.00172414,0.00404444,0.00348718,0.000953846,0.00352564,0.00372124,0.000591026
77,0.0126,0.00165517,0.00393333,0.00354359,0.00113846,0.00403846,0.00401052,0.000597863
78,0.0126,0.0017931,0.00368889,0.0036,0.00104615,0.00391026,0.00414201,0.000611681
79,0.0126,0.00193103,0.00413333,0.00398974,0.000476923,0.00435897,0.00460224,0.000615812
80,0.0126,0.00186207,0.00471111,0.00449744,0.000430769,0.00435897,0.00410256,0.000614387
81,0.0126,0.0017931,0.00455556,0.00452308,0.000523077,0.00470085,0.00439185,0.000612678
82,0.0124,0.00193103,0.00451111,0.00477949,0.000446154,0.00463675,0.00485207,0.000613675
83,0.0126,0.002,0.00502222,0.00454872,0.000507692,0.00403846,0.00461538,0.000611111
