time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0118,0,0,0,0,0,0,0
1,0.0118,0,0,0,0,0,0,0
2,0.0116,6.89655e-05,0,0,0,0,0,0
3,0.0116,6.89655e-05,0,0,0,0,0,0
4,0.0112,0.000206897,0,0,0,0,0,0
5,0.011,0.000275862,0,0,0,0,0,0
6,0.0108,0.000344828,0,0,0,0,0,0
7,0.0104,0.000551724,0,0,0,0,0,0
8,0.0104,0.000551724,0,0,0,0,0,0
9,0.0106,0.000551724,0,0,0,0,0,0
10,0.0112,0.000482759,0,5.12821e-06,0,0,1.31492e-05,0
11,0.0112,0.000413793,0,0,0,0,0,0
12,0.0116,0.000413793,0,0,0,0,0,0
13,0.0116,0.000413793,0,0,0,0,0,0
14,0.0112,0.000482759,0,0,0,0,0,0
15,0.011,0.000551724,0,0,0,0,0,0
16,0.0108,0.000551724,0,0,0,0,0,0
17,0.0108,0.000482759,0,0,0,0,0,0
18,0.0108,0.000482759,0,0,0,0,0,0
19,0.0106,0.00062069,0,0,0,0,0,0
20,0.0106,0.00062069,0,0,0,0,0,0
21,0.0106,0.00062069,0,0,0,0,0,0
22,0.0104,0.000689655,0,0,0,0,0,0
23,0.0096,0.000965517,0,0,0,0,0,0
24,0.0098,0.00103448,0,0,0,0,0,0
25,0.0096,0.00110345,0,0,0,0,0,0
26,0.0096,0.00103448,0,0,0,0,0,0
27,0.0096,0.00103448,0,1.53846e-05,0,4.2735e-05,2.62985e-05,0
28,0.0096,0.000896552,2.22222e-05,7.69231e-05,0,8.54701e-05,3.94477e-05,0
29,0.0098,0.000896552,2.22222e-05,0.000230769,0,0.000128205,0.000157791,0
30,0.0098,0.000965517,0.000222222,0.000179487,0,0.000192308,0.000118343,0
31,0.0094,0.00110345,0.000377778,0.000271795,0,0.000149573,0.000157791,0
32,0.0094,0.00110345,0.000266667,0.000317949,4.61538e-05,0.000277778,0.000302433,4.2735e-07
33,0.0094,0.00117241,6.66667e-05,0.000246154,0,0.00017094,0.00017094,8.54701e-07
34,0.0094,0.00103448,0.000177778,0.000358974,0,0.00034188,0.00034188,8.54701e-07
35,0.0092,0.00103448,0.000111111,0.000128205,0,0.000149573,0.000197239,8.54701e-07
36,0.0092,0.000965517,2.22222e-05,4.61538e-05,0,8.54701e-05,0.000144642,8.54701e-07
37,0.009,0.00103448,6.66667e-05,0.000123077,0,8.54701e-05,0.000157791,8.54701e-07
38,0.009,0.00110345,0.000177778,0.000153846,0,0.00017094,0.000131492,7.12251e-07
39,0.0092,0.00117241,0,0.000117949,0,0.000192308,0.000144642,7.12251e-07
40,0.009,0.00124138,0,0,0,0,0,7.12251e-07
41,0.0088,0.00151724,0,0,0,0,0,7.12251e-07
42,0.0088,0.00144828,0,0,0,0,0,7.12251e-07
43,0.0084,0.00144828,0,3.07692e-05,0,8.54701e-05,0.000105194,7.12251e-07
44,0.0084,0.00144828,2.22222e-05,0,0,0,0,7.12251e-07
45,0.0082,0.00158621,0,0,0,0,0,7.12251e-07
46,0.0082,0.00165517,0,0,0,0,0,7.12251e-07
47,0.0082,0.00186207,0.000311111,2.5641e-05,0,2.13675e-05,3.94477e-05,7.12251e-07
