time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0108,0,0,0,0,0,0,0
1,0.0108,0,0,0,0,0,0,0
2,0.011,0,0,0,0,0,0,0
3,0.0114,0,0,0,0,0,0,0
4,0.0116,0,0,0,0,0,0,0
5,0.0118,0,0,0,0,0,0,0
6,0.0118,0,0,0,0,0,0,0
7,0.0118,6.89655e-05,0,0,0,0,0,0
8,0.0118,6.89655e-05,0,0,0,0,0,0
9,0.0116,0.000206897,0,0,0,0,0,0
10,0.011,0.000344828,0,0,0,0,0,0
11,0.0108,0.000413793,0,0,0,0,0,0
12,0.0106,0.000482759,0,0,0,0,0,0
13,0.0104,0.000551724,0,0,0,0,0,0
14,0.0102,0.00062069,0,0,0,0,0,0
15,0.01,0.000758621,0,0,0,0,0,0
16,0.01,0.000689655,6.66667e-05,0,0,0,0,0
17,0.01,0.000758621,0.000244444,0.000261538,0,0.00017094,0.000184089,0
18,0.01,0.000758621,8.88889e-05,0.000184615,0,0.000128205,0.000105194,0
19,0.0104,0.000965517,0.000466667,0.000117949,0,0.000128205,0.000223537,0
20,0.0104,0.000896552,0.000733333,0.000297436,0,0.000235043,0.000302433,0
21,0.0102,0.00110345,0.000333333,0.000323077,0,0.000405983,0.00035503,1.4245e-07
22,0.0102,0.00103448,0.000177778,0.000502564,0,0.00034188,0.000381328,1.4245e-07
23,0.01,0.000965517,0.000288889,0.000420513,0,0.000363248,0.000368179,1.4245e-07
24,0.01,0.000896552,0.000377778,0.000451282,0,0.00034188,0.000315582,1.4245e-07
25,0.0098,0.000896552,0.000155556,0.000405128,0,0.000512821,0.000486522,1.4245e-07
26,0.0098,0.00110345,0,0.000348718,0,0.000384615,0.000407627,1.4245e-07
27,0.0094,0.00131034,0,4.10256e-05,0,8.54701e-05,0.000131492,1.4245e-07
28,0.0094,0.00117241,0,0,0,0,0,1.4245e-07
29,0.0092,0.00124138,0,0,0,0,0,1.4245e-07
30,0.0092,0.00137931,0,0,0,0,0,1.4245e-07
31,0.0092,0.00131034,0,0,0,0,0,1.4245e-07
32,0.0094,0.00131034,0,0,0,0,0,1.4245e-07
33,0.0092,0.00137931,0,0,0,0,0,1.4245e-07
34,0.0092,0.00137931,0,0,0,0,0,1.4245e-07
35,0.0094,0.00137931,8.88889e-05,5.12821e-06,0,2.13675e-05,0,1.4245e-07
36,0.0092,0.00144828,8.88889e-05,0.000210256,0,0.000213675,0.000118343,1.4245e-07
37,0.0092,0.00131034,0,8.71795e-05,0,4.2735e-05,7.88955e-05,1.4245e-07
38,0.0092,0.00124138,0.000133333,8.71795e-05,0,6.41026e-05,6.57462e-05,1.4245e-07
39,0.0098,0.00131034,0,0.000138462,0,6.41026e-05,0.000131492,1.4245e-07
40,0.0098,0.00137931,0,2.05128e-05,0,2.13675e-05,0,1.4245e-07
41,0.0094,0.00151724,0,2.5641e-05,0,0,0,1.4245e-07
42,0.0096,0.00158621,0,2.05128e-05,0,0,3.94477e-05,1.4245e-07
43,0.0098,0.00137931,0,0,0,0,0,1.4245e-07
44,0.0098,0.00144828,0,0,0,0,0,1.4245e-07
45,0.0096,0.00165517,0,0,0,0,0,1.4245e-07
