time,LT,ST,MPP,CMP,CLP,GMP,MEP,proB
0,0.0082,0,0,0,0,0,0,0
1,0.0082,0,0,0,0,0,0,0
2,0.0082,0,0,0,0,0,0,0
3,0.0082,0,0,0,0,0,0,0
4,0.0084,0,0,0,0,0,0,0
5,0.0086,0,0,0,0,0,0,0
6,0.0088,0,0,0,0,0,0,0
7,0.0086,6.89655e-05,0,0,0,0,0,0
8,0.0086,6.89655e-05,0,0,0,0,0,0
9,0.0084,0.000137931,0,0,0,0,0,0
10,0.0082,0.000206897,0,0,0,0,0,0
11,0.0082,0.000206897,6.66667e-05,1.02564e-05,0,6.41026e-05,1.31492e-05,0
12,0.0082,0.000275862,0.000288889,0.0004,0,0.000491453,0.000236686,0
13,0.0082,0.000275862,0.000244444,0.000369231,0,0.00034188,0.00035503,0
14,0.0082,0.000275862,8.88889e-05,0.000276923,0,0.000213675,0.000210388,1.4245e-07
15,0.0084,0.000275862,0.000177778,0.000158974,0,8.54701e-05,0.000118343,1.4245e-07
16,0.0084,0.000275862,0.000177778,0.000210256,0,0.000192308,0.000223537,1.4245e-07
17,0.0084,0.000275862,0.000155556,6.66667e-05,1.53846e-05,8.54701e-05,9.20447e-05,2.849e-07
18,0.0084,0.000275862,0,1.02564e-05,0,0,0,4.2735e-07
19,0.0084,0.000344828,0,3.58974e-05,0,6.41026e-05,2.62985e-05,4.2735e-07
20,0.0088,0.000275862,0,0,0,0,0,4.2735e-07
21,0.0088,0.000275862,0,0,0,0,0,4.2735e-07
22,0.0086,0.000344828,0,0,0,0,0,4.2735e-07
23,0.0088,0.000344828,0,0,0,0,0,4.2735e-07
24,0.0086,0.000413793,0,0,0,0,0,4.2735e-07
25,0.0084,0.000482759,0,0,0,0,0,4.2735e-07
26,0.0088,0.000482759,0,0,0,0,0,4.2735e-07
27,0.0088,0.000482759,0,0,0,0,0,4.2735e-07
28,0.0088,0.000482759,0,0,0,0,0,4.2735e-07
29,0.0088,0.000551724,0,0,0,0,0,4.2735e-07
30,0.009,0.000689655,0,0,0,0,0,4.2735e-07
31,0.0092,0.000689655,0,0,0,0,0,4.2735e-07
32,0.0094,0.000689655,0,0,0,0,0,4.2735e-07
33,0.0094,0.00062069,0,0,0,0,0,4.2735e-07
34,0.0094,0.00062069,0,0,0,0,0,4.2735e-07
35,0.0096,0.000551724,2.22222e-05,0,0,2.13675e-05,0,4.2735e-07
36,0.0096,0.00062069,0,2.5641e-05,0,0,1.31492e-05,4.2735e-07
37,0.0098,0.000551724,0,0,0,0,0,4.2735e-07
38,0.0098,0.000551724,0,0,0,0,0,4.2735e-07
39,0.0094,0.00062069,4.44444e-05,1.53846e-05,0,0,1.31492e-05,4.2735e-07
40,0.0094,0.000689655,0,2.05128e-05,0,6.41026e-05,2.62985e-05,4.2735e-07
41,0.0094,0.000689655,0,1.53846e-05,0,2.13675e-05,3.94477e-05,4.2735e-07
42,0.0094,0.000689655,0,5.64103e-05,0,8.54701e-05,3.94477e-05,4.2735e-07
43,0.0092,0.000758621,0,3.58974e-05,0,0,1.31492e-05,4.2735e-07
44,0.0092,0.000758621,0,2.05128e-05,0,8.54701e-05,1.31492e-05,4.2735e-07
45,0.009,0.000758621,0,4.61538e-05,0,0,1.31492e-05,4.2735e-07
46,0.009,0.00062069,0,3.07692e-05,0,2.13675e-05,2.62985e-05,4.2735e-07
47,0.009,0.00062069,0,0,0,0,0,4.2735e-07
48,0.0088,0.000689655,0,0,0,0,0,4.2735e-07
49,0.009,0.000689655,0,0,0,0,0,4.2735e-07
50,0.0086,0.000758621,0,0,0,0,0,2.849e-07
51,0.0088,0.000758621,0,0,0,0,0,2.849e-07
52,0.0088,0.000965517,0,0,0,0,0,2.849e-07
53,0.0088,0.000896552,0,0,0,0,0,2.849e-07
54,0.009,0.000896552,0,0,0,0,0,2.849e-07
55,0.0084,0.000965517,0,0,0,0,0,2.849e-07
56,0.0084,0.00103448,0,0,0,0,0,2.849e-07
57,0.0082,0.00117241,0,0,0,0,0,2.849e-07
58,0.0084,0.00117241,0,0,0,0,0,2.849e-07
59,0.0084,0.00117241,0,0,0,0,0,2.849e-07
60,0.0084,0.000896552,0.0004,0.000107692,0,8.54701e-05,5.2597e-05,2.849e-07
61,0.0084,0.00103448,0.000222222,0.000266667,0,0.000384615,0.000315582,2.849e-07
62,0.0084,0.00117241,0.000466667,0.000384615,1.53846e-05,0.000299145,0.00034188,5.69801e-07
63,0.0086,0.00103448,0.000666667,0.00054359,0,0.000534188,0.00052597,7.12251e-07
64,0.0086,0.000965517,0.00128889,0.00110256,3.07692e-05,0.000833333,0.00114398,1.28205e-06
65,0.0084,0.00110345,0.00124444,0.00151282,1.53846e-05,0.00151709,0.00138067,1.9943e-06
66,0.0082,0.00124138,0.00135556,0.00114359,0,0.000726496,0.00148586,2.42165e-06
67,0.0082,0.00117241,0.00148889,0.000994872,0,0.00126068,0.000933596,2.42165e-06
68,0.0082,0.00117241,0.001,0.00139487,0,0.00132479,0.00159106,2.42165e-06
69,0.0084,0.00110345,0.00124444,0.00146667,0,0.00123932,0.00134122,2.5641e-06
70,0.0086,0.00110345,0.00104444,0.00115385,0,0.00119658,0.000946746,3.27635e-06
71,0.0088,0.00117241,0.00102222,0.00145641,0,0.00134615,0.0016831,2.99145e-06
